CAS,SMILES,Experimental value [log(L/kg)],NumAromaticRings,NumHAcceptors,NumHeteroatoms,NumRotatableBonds,NumValenceElectrons,qed,TPSA,MolMR,BalabanJ,BertzCT,fr_COO,fr_COO2,fr_halogen,MolWt,MolLogP
527-60-6,Oc1c(cc(cc1C)C)C,0.889,1,1,1,0,54,0.579935466,20.23,42.3178,3.310532875,227.9003334,0,0,0,136.194,2.31746
534-52-1,O=[N+]([O-])c1cc(c(O)c(c1)C)[N+](=O)[O-],0.043,1,5,7,2,74,0.572065417,106.51,46.1526,3.427504478,414.7863358,0,0,0,198.134,1.51702
535-77-3,c1cc(cc(c1)C(C)C)C,2.772,1,0,0,1,54,0.553258492,0,45.268,2.955063749,211.0332245,0,0,0,134.222,3.11842
538-75-0,C(=NC1CCCCC1)=NC2CCCCC2,0.094,0,2,2,2,84,0.613480503,24.72,63.609,1.772461235,206.9205079,0,0,0,206.333,3.8257
541-73-1,c1cc(cc(c1)Cl)Cl,2.54,1,0,2,0,42,0.528586339,0,36.462,3.077660438,166.3883389,0,0,2,147.004,2.9934
542-18-7,C1CCC(CC1)Cl,2.348,0,0,1,0,42,0.429145761,0,32.726,2.12291795,46.14170945,0,0,1,118.607,2.5579
544-01-4,O(CCC(C)C)CCC(C)C,2.369,0,1,1,6,68,0.539671251,9.23,49.729,2.909205095,66.94196247,0,0,0,158.285,3.0952
544-76-3,CCCCCCCCCCCCCCCC,1.654,0,0,0,13,98,0.314904724,0,75.986,2.828262413,92.60593782,0,0,0,226.448,6.4876
554-00-7,Nc1ccc(cc1Cl)Cl,1.396,1,1,3,0,48,0.582518852,26.02,40.8744,3.17167803,222.2978871,0,0,2,162.019,2.5756
554-84-7,O=[N+]([O-])c1cccc(O)c1,1.4,1,3,4,1,52,0.470728212,63.37,34.7612,3.069899266,258.9247709,0,0,0,139.11,1.3004
555-03-3,O=[N+]([O-])c1cccc(OC)c1,0.717,1,3,4,2,58,0.478622896,52.37,39.6484,3.005889219,272.1431256,0,0,0,153.137,1.6034
556-67-2,O1[Si](O[Si](O[Si](O[Si]1(C)C)(C)C)(C)C)(C)C,4.085,0,4,8,0,96,0.644194877,36.92,74.268,2.977060745,205.2118756,0,0,0,296.62,2.8736
569-64-2,c1ccc(cc1)C(c2ccc(cc2)N(C)C)=C3C=CC(C=C3)=[N+](C)C,1.859,2,1,2,3,126,0.756888428,6.25,108.6284,2.123136256,842.0686266,0,0,0,329.467,4.3936
575-41-7,c1ccc2c(c1)cc(cc2C)C,3.374,2,0,0,0,60,0.547649245,0,53.422,2.892065045,413.3078662,0,0,0,156.228,3.45664
576-24-9,Oc1cccc(c1Cl)Cl,1.323,1,1,3,0,48,0.622739722,20.23,38.1268,3.247834734,202.0478871,0,0,2,163.003,2.699
577-11-7,O=C(OCC(CC)CCCC)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)O,0.461,0,6,8,16,166,0.293939289,106.97,108.4836,4.726289834,544.7574562,0,0,0,422.584,4.1521
579-10-2,O=C(N(c1ccccc1)C)C,-0.052,1,1,2,1,58,0.594404758,20.31,45.526,2.85117789,242.9994627,0,0,0,149.193,1.6693
581-40-8,c1ccc2cc(c(cc2(c1))C)C,2.71,2,0,0,0,60,0.547649245,0,53.422,2.839519943,372.8078662,0,0,0,156.228,3.45664
583-78-8,Oc1cc(ccc1Cl)Cl,1.214,1,1,3,0,48,0.622739722,20.23,38.1268,3.17167803,222.2978871,0,0,2,163.003,2.699
591-20-8,Oc1cccc(c1)Br,1.017,1,1,2,0,42,0.636683481,20.23,35.8068,3.077660438,168.3883389,0,0,1,173.009,2.1547
591-27-5,Oc1cccc(N)c1,1.102,1,2,2,0,42,0.487529687,46.25,32.5192,3.077660438,168.3883389,0,0,0,109.128,0.9744
591-35-5,Oc1cc(cc(c1)Cl)Cl,1.916,1,1,3,0,48,0.622739722,20.23,38.1268,3.16567031,171.8200652,0,0,2,163.003,2.699
603-11-2,O=C(O)c1cccc(c1(C(=O)O))[N+](=O)[O-],0.376,1,4,7,3,78,0.56803551,117.74,47.015,3.555945129,420.1951583,2,2,0,211.129,0.9912
605-02-7,c1ccc(cc1)c3cccc2ccccc23,3.51,3,0,0,1,76,0.546879427,0,69.384,2.323448832,603.7741659,0,0,0,204.272,4.5068
606-20-2,O=[N+]([O-])c1cccc(c1C)[N+](=O)[O-],1.343,1,4,6,2,68,0.515043417,86.28,44.4878,3.345441971,342.5053336,0,0,0,182.135,1.81142
606-28-0,O=C(OC)c2ccccc2(C(=O)c1ccccc1),0.874,2,3,3,3,90,0.611633197,43.37,67.656,2.458399254,573.3024023,0,0,0,240.258,2.7042
608-93-5,c1c(c(c(c(c1Cl)Cl)Cl)Cl)Cl,3.933,1,0,5,0,60,0.45102728,0,51.492,3.455546484,267.2643837,0,0,5,250.339,4.9536
609-89-2,O=[N+]([O-])c1cc(cc(c1(O))Cl)Cl,1.369,1,3,6,1,64,0.56925353,63.37,44.7812,3.373859011,339.8102371,0,0,2,208,2.6072
610-09-3,O=C(O)C1CCCCC1(C(=O)O),-0.199,0,2,4,2,68,0.6501696,74.6,40.7196,2.665364344,177.2345412,2,2,0,172.18,0.962
610-39-9,O=[N+]([O-])c1ccc(cc1[N+](=O)[O-])C,-0.069,1,4,6,2,68,0.515043417,86.28,44.4878,3.348659071,374.7553336,0,0,0,182.135,1.81142
611-21-2,c1ccc(c(c1)NC)C,0.841,1,1,1,1,48,0.599136775,12.03,40.7257,3.006524007,193.514053,0,0,0,121.183,2.03672
612-22-6,O=[N+]([O-])c1ccccc1CC,1.156,1,2,3,2,58,0.479785105,43.14,42.4744,3.121219319,270.5494976,0,0,0,151.165,2.1572
613-12-7,c1ccc2cc3cc(ccc3(cc2(c1)))C,2.41,3,0,0,0,72,0.465683085,0,66.191,2.474936442,635.6567221,0,0,0,192.261,4.30142
615-54-3,c1cc(c(cc1Br)Br)Br,3.41,1,0,3,0,48,0.635581093,0,49.542,3.17167803,219.5429995,0,0,3,314.802,3.9741
615-74-7,Oc1cc(ccc1Cl)C,0.559,1,1,2,0,48,0.589767459,20.23,37.8538,3.17167803,220.1561776,0,0,1,142.585,2.35402
622-57-1,c1cc(ccc1NCC)C,0.428,1,1,1,2,54,0.656333333,12.03,45.3427,2.693803452,188.3881692,0,0,0,135.21,2.42682
623-26-7,N#Cc1ccc(C#N)cc1,0.163,1,2,2,0,46,0.530203344,47.58,35.872,3.075216787,264.5148556,0,0,0,128.134,1.42996
626-17-5,N#Cc1cccc(C#N)c1,0.398,1,2,2,0,46,0.530203344,47.58,35.872,3.167375434,285.5148556,0,0,0,128.134,1.42996
626-39-1,c1c(cc(cc1Br)Br)Br,3.539,1,0,3,0,48,0.679431348,0,49.542,3.16567031,169.0651777,0,0,3,314.802,3.9741
626-67-5,N1(C)CCCCC1,0.364,0,1,1,0,42,0.439348705,3.24,31.348,2.12291795,46.14170945,0,0,0,99.177,1.1021
629-62-9,CCCCCCCCCCCCCCC,1.382,0,0,0,12,92,0.342950216,0,71.369,2.807925739,84.21143267,0,0,0,212.421,6.0975
634-66-2,c1cc(c(c(c1Cl)Cl)Cl)Cl,3.657,1,0,4,0,54,0.447415117,0,46.482,3.342153808,229.1698834,0,0,4,215.894,4.3002
634-67-3,Nc1ccc(c(c1Cl)Cl)Cl,2,1,1,4,0,54,0.500295075,26.02,45.8844,3.342153808,232.4149959,0,0,3,196.464,3.229
634-90-2,c1c(cc(c(c1Cl)Cl)Cl)Cl,3.121,1,0,4,0,54,0.447415117,0,46.482,3.310532875,232.9198834,0,0,4,215.894,4.3002
634-91-3,Nc1cc(c(c(c1)Cl)Cl)Cl,2.36,1,1,4,0,54,0.500295075,26.02,45.8844,3.310532875,236.1649959,0,0,3,196.464,3.229
634-93-5,Nc1c(cc(cc1Cl)Cl)Cl,2.078,1,1,4,0,54,0.633583803,26.02,45.8844,3.310532875,236.1649959,0,0,3,196.464,3.229
636-28-2,c1c(c(cc(c1Br)Br)Br)Br,3.799,1,0,4,0,54,0.558723587,0,57.242,3.282462907,205.9198834,0,0,4,393.698,4.7366
636-30-6,Nc1cc(c(cc1Cl)Cl)Cl,2.33,1,1,4,0,54,0.500295075,26.02,45.8844,3.282462907,209.1649959,0,0,3,196.464,3.229
639-58-7,c1ccc(cc1)[Sn](c2ccccc2)(c3ccccc3)Cl,3.141,3,0,2,3,98,0.608506044,0,89.835,2.238808464,568.8911148,0,0,1,385.482,2.8923
680-31-9,O=P(N(C)C)(N(C)C)N(C)C,-0.801,0,1,5,3,68,0.598068083,26.79,48.6675,4.690791013,138.6810058,0,0,0,179.204,0.7793
696-44-6,c1cc(cc(c1)C)NC,0.846,1,1,1,1,48,0.599136775,12.03,40.7257,2.936866102,193.514053,0,0,0,121.183,2.03672
732-11-6,O=C1c2ccccc2(C(=O)N1CSP(OC)(OC)=S),0.548,1,6,8,5,102,0.614194703,55.84,77.703,2.150239397,534.5685424,0,0,0,317.328,2.4906
732-26-3,Oc1c(cc(cc1C(C)(C)C)C(C)(C)C)C(C)(C)C,4.182,1,1,1,0,108,0.673700275,20.23,84.2068,3.676482813,426.9294798,0,0,0,262.437,5.2847
760-23-6,C=CC(CCl)Cl,0.604,0,0,2,2,36,0.39080916,0,30.558,2.964900495,42.81274391,0,0,2,124.998,2.0186
764-13-6,C(C=C(C)C)=C(C)C,2.486,0,0,0,1,46,0.455150269,0,38.862,3.760065917,92,0,0,0,110.2,2.9188
767-00-0,N#Cc1ccc(O)cc1,0.91,1,2,2,0,44,0.558369314,44.02,32.8218,3.056038396,232.088218,0,0,0,119.123,1.26388
779-02-2,c1ccc3c(c1)cc2ccccc2c3C,2.72,3,0,0,0,72,0.465683085,0,66.191,2.59796836,581.6567221,0,0,0,192.261,4.30142
782-74-1,c1ccc(c(c1)NNc2ccccc2Cl)Cl,3.697,2,2,4,3,82,0.790285855,24.06,70.1494,2.085460459,440.4499059,0,0,2,253.132,4.4324
791-31-1,O[Si](c1ccccc1)(c2ccccc2)c3ccccc3,2.853,3,1,2,3,98,0.569526579,20.23,86.2008,2.238808464,568.8911148,0,0,0,276.411,1.6458
829-26-5,c1cc(cc2cc(c(cc12)C)C)C,3,2,0,0,0,66,0.564329891,0,58.159,2.811483141,452.7901182,0,0,0,170.255,3.76506
832-69-9,c1ccc3c(c1)ccc2c3(cccc2C),3.18,3,0,0,0,72,0.465683085,0,66.191,2.604862794,635.6567221,0,0,0,192.261,4.30142
839-90-7,O=C1N(C(=O)N(C(=O)N1CCO)CCO)CCO,-0.296,1,9,9,6,102,0.480927096,126.69,60.4794,3.591130574,457.8646125,0,0,0,261.234,-3.8514
872-05-9,C=CCCCCCCCC,3.22,0,0,0,7,60,0.371151101,0,48.19,2.703789901,64.4385619,0,0,0,140.27,3.923
873-63-2,OCc1cccc(c1)Cl,1.336,1,1,2,1,48,0.634531151,20.23,37.3748,2.936866102,197.8625685,0,0,1,142.585,1.8323
883-20-5,c1ccc2c(c1)cc(c3ccccc23)C,2.562,3,0,0,0,72,0.465683085,0,66.191,2.638447884,635.6567221,0,0,0,192.261,4.30142
920-66-1,FC(F)(F)C(O)C(F)(F)F,0.244,0,1,7,0,62,0.542733125,20.23,18.1168,4.231132186,97.1417863,0,0,6,168.036,1.4719
933-12-0,C1=CC(C)CC(C)(C)C1,2.87,0,0,0,0,52,0.435375464,0,41.319,2.575311391,120,0,0,0,124.227,2.9987
935-95-5,Oc1c(c(cc(c1Cl)Cl)Cl)Cl,2.151,1,1,5,0,60,0.669580898,20.23,48.1468,3.455546484,270.8740242,0,0,4,231.893,4.0058
938-86-3,O(c1cc(c(c(c1Cl)Cl)Cl)Cl)C,3.35,1,1,5,1,66,0.529421719,9.23,53.034,3.387046329,310.7649525,0,0,4,245.92,4.3088
944-61-6,O(c1c(OC)c(c(c(c1Cl)Cl)Cl)Cl)C,4.4,1,2,6,2,78,0.591254123,18.46,59.586,3.565685836,330.0942913,0,0,4,275.946,4.3174
947-04-6,O=C1NCCCCCCCCCCC1,0.164,0,1,2,0,82,0.635169995,29.1,59.1797,2.147385138,140.400719,0,0,0,197.322,3.0172
947-72-8,c1ccc2c(c1)cc(c3ccccc23)Cl,3.464,3,0,1,0,72,0.476239911,0,66.464,2.638447884,640.9571121,0,0,1,212.679,4.6464
950-37-8,O=C1N(N=C(OC)S1)CSP(OC)(OC)=S,0.699,1,9,10,6,92,0.738229526,62.58,68.82,2.707509123,437.2272019,0,0,0,302.339,1.5214
961-11-5,O=P(OC(=CCl)c1cc(c(cc1Cl)Cl)Cl)(OC)OC,1.65,1,4,9,5,106,0.386625451,44.76,78.0115,3.195069219,538.5763442,0,0,4,365.964,5.6015
1014-70-6,n1c(nc(nc1NCC)SC)NCC,0.31,1,6,6,5,78,0.721941568,62.73,59.9354,2.880038731,266.8101697,0,0,0,213.31,1.4571
1067-97-6,O[Sn](CCCC)(CCCC)CCCC,3.92,0,1,2,9,86,0.628841431,20.23,67.1178,3.889782595,103.7156993,0,0,0,307.066,4.3245
1116-76-3,N(CCCCCCCC)(CCCCCCCC)CCCCCCCC,1.969,0,1,1,21,152,0.187258909,3.24,116.568,3.760771659,188.0964047,0,0,0,353.679,8.3699
1141-38-4,O=C(O)c1ccc2cc(ccc2(c1))C(=O)O,0.549,2,2,4,2,80,0.806706023,74.6,57.8666,2.610717651,533.3384962,2,2,0,216.192,2.2362
1163-19-5,O(c1c(c(c(c(c1Br)Br)Br)Br)Br)c2c(c(c(c(c2Br)Br)Br)Br)Br,1.199,2,1,11,2,124,0.21531038,9.23,129.958,2.712767403,690.9545331,0,0,10,959.171,11.1039
1212-29-9,N(C(NC1CCCCC1)=S)C2CCCCC2,0.651,0,1,3,2,92,0.725274075,24.06,72.6154,1.659416874,195.9724837,0,0,0,240.416,3.1159
1241-94-7,O=P(Oc1ccccc1)(Oc2ccccc2)OCC(CC)CCCC,2.688,2,4,5,11,136,0.428839985,44.76,101.0045,2.089270648,599.7604337,0,0,0,362.406,6.4855
1460-02-2,c1c(cc(cc1C(C)(C)C)C(C)(C)C)C(C)(C)C,4.392,1,0,0,0,102,0.560394896,0,82.542,3.492981092,337.8151025,0,0,0,246.438,5.5791
1461-22-9,CCCC[Sn](CCCC)(CCCC)Cl,3.296,0,0,2,9,86,0.486069284,0,70.752,3.889782595,103.7156993,0,0,1,325.512,5.571
1461-25-2,CCCC[Sn](CCCC)(CCCC)CCCC,2.273,0,0,1,12,104,0.34741243,0,84.614,4.391491248,116.0943933,0,0,0,347.175,6.6356
1477-55-0,NCc1cccc(c1)CN,-0.046,1,2,2,2,54,0.625313217,52.04,42.2248,2.871145729,188.9174942,0,0,0,136.198,0.604
1502-22-3,O=C1CCCCC1C2=CCCCC2,0.59,0,1,1,1,72,0.563224644,17.07,53.516,2.043952341,227.2789758,0,0,0,178.275,3.2461
1570-64-5,Oc1ccc(cc1C)Cl,1.216,1,1,2,0,48,0.589767459,20.23,37.8538,3.17167803,220.1561776,0,0,1,142.585,2.35402
1582-09-8,O=[N+]([O-])c1cc(cc(c1N(CCC)CCC)[N+](=O)[O-])C(F)(F)F,3.513,1,5,10,7,128,0.551412744,89.52,77.5478,3.699377936,563.6129199,0,0,3,335.282,4.1482
1623-19-4,O=P(OCC=C)(OCC=C)OCC=C,-0.09,0,4,5,9,80,0.440570021,44.76,56.0535,4.151864457,198.9273534,0,0,0,218.189,2.7023
1631-58-9,N(C)(C)C1CSSC1,1.734,0,3,3,1,48,0.517550618,3.24,42.391,2.242040082,68.82892142,0,0,0,149.284,1.3116
1678-98-4,CC(C)CC1CCCCC1,3.3,0,0,0,2,60,0.549343209,0,46.03,2.131282139,78.03910002,0,0,0,140.27,3.6128
1712-70-5,C=C(c1ccc(cc1)Cl)C,2.905,1,0,1,1,52,0.578998062,0,46.16,3.003400685,233.4101084,0,0,1,152.624,3.3731
1746-01-6,O1c3cc(c(cc3(Oc2cc(c(cc12)Cl)Cl))Cl)Cl,4.577,2,2,6,0,92,0.490572253,18.46,73.072,2.115832068,543.5110496,0,0,4,321.974,6.1982
1763-23-1,O=S(=O)(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,3.73,0,2,21,7,176,0.402493808,54.37,52.2326,6.897477186,732.2671884,0,0,17,500.126,4.8411
1805-32-9,OCc1ccc(c(c1)Cl)Cl,0.468,1,1,3,1,54,0.697990303,20.23,42.3848,3.043618059,235.047758,0,0,2,177.03,2.4857
1806-26-4,Oc1ccc(cc1)CCCCCCCC,2.282,1,1,1,7,84,0.659542697,20.23,65.1868,2.070672896,250.5461398,0,0,0,206.329,4.2952
1825-31-6,c1ccc2c(c1)c(ccc2Cl)Cl,3.748,2,0,2,0,60,0.594624215,0,53.968,2.946471325,380.6081353,0,0,2,197.064,4.1466
1836-77-7,O=[N+]([O-])c2ccc(Oc1c(cc(cc1Cl)Cl)Cl)cc2,3.305,2,3,7,3,98,0.566128362,52.37,74.6424,2.285981646,605.6118892,0,0,3,318.543,5.3473
1839-63-0,CC1CC(C)CC(C)C1,3.34,0,0,0,0,54,0.467653788,0,41.343,2.340851616,61.01955001,0,0,0,126.243,3.0786
1843-05-6,O=C(c1ccccc1)c2ccc(OCCCCCCCC)cc2(O),2.119,2,3,3,10,128,0.471896639,46.53,96.8523,1.847847452,634.7870462,0,0,0,326.436,5.3625
1897-45-6,N#Cc1c(c(C#N)c(c(c1Cl)Cl)Cl)Cl,1.251,1,2,6,0,70,0.524970362,47.58,55.912,3.781719624,440.5804759,0,0,4,265.914,4.04356
1912-24-9,n1c(nc(nc1NC(C)C)Cl)NCC,0.557,1,5,6,4,78,0.801863319,62.73,57.7594,2.831956368,301.7831549,0,0,1,215.688,1.7771
1934-21-0,O=C(O)C2=NN(C(=O)C2(N=Nc1ccc(cc1)S(=O)(=O)O))c3ccc(cc3)S(=O)(=O)O,-0.03,2,9,15,6,162,0.409611156,203.43,103.374,1.878881971,1316.148963,1,1,0,468.425,1.1197
2027-17-0,c1ccc2cc(ccc2(c1))C(C)C,4.111,2,0,0,1,66,0.607273528,0,58.037,2.61987387,413.0627537,0,0,0,170.255,3.9632
2042-14-0,O=[N+]([O-])c1cc(O)ccc1C,1.034,1,3,4,1,58,0.491999925,63.37,39.4982,3.23220887,295.7372023,0,0,0,153.137,1.60882
2050-67-1,c1cc(cc(c1)Cl)c2cccc(c2)Cl,2.63,2,0,2,1,70,0.658951175,0,61.898,2.492123645,406.0796467,0,0,2,223.102,4.6604
2050-68-2,c1cc(ccc1c2ccc(cc2)Cl)Cl,3.58,2,0,2,1,70,0.658951175,0,61.898,2.39650904,371.5796467,0,0,2,223.102,4.6604
2050-76-2,Oc2c1ccccc1c(cc2Cl)Cl,1.019,2,1,3,0,66,0.703991611,20.23,55.6328,2.966872934,465.6765536,0,0,2,213.063,3.8522
2104-64-5,O=[N+]([O-])c2ccc(OP(OCC)(c1ccccc1)=S)cc2,2.705,2,5,7,6,110,0.461230659,61.6,85.7114,2.27859713,660.434042,0,0,0,323.31,3.6451
2173-57-1,O(c1ccc2ccccc2(c1))CC(C)C,2.93,2,1,1,3,78,0.730322533,9.23,64.281,2.228482484,445.7879061,0,0,0,200.281,3.8746
2216-51-5,OC1CC(C)CCC1(C(C)C),0.892,0,1,1,1,66,0.617949458,20.23,47.3498,2.43715926,120.0411847,0,0,0,156.269,2.4395
2216-69-5,O(c1cccc2ccccc12)C,2.314,2,1,1,1,60,0.619693797,9.23,50.5,2.79096703,387.631175,0,0,0,158.2,2.8484
2243-62-1,Nc1cccc2c(N)cccc12,0.27,2,2,2,0,60,0.576006396,52.04,52.7728,2.943372852,379.8581353,0,0,0,158.204,2.0042
2371-42-8,OC1(C)(CC2CCC1(C)C2(C)(C)),1.477,0,1,1,0,70,0.589161276,20.23,49.8528,2.468624546,217.0440022,0,0,0,168.28,2.5836
2381-21-7,c1cc2ccc3ccc(c4ccc(c1)c2c34)C,2.73,4,0,0,0,80,0.366918965,0,74.883,2.483254905,824.4948037,0,0,0,216.283,4.89242
2437-79-8,c1cc(cc(c1c2ccc(cc2Cl)Cl)Cl)Cl,4.39,2,0,4,1,82,0.607288405,0,71.918,2.585637642,485.0371241,0,0,4,291.992,5.9672
2440-02-0,C1(=C(C2(C(CC1(C2(Cl)Cl)Cl)Cl)Cl)Cl)Cl,4.049,0,0,7,0,80,0.55640429,0,64.595,2.703791921,334.9300119,0,0,7,335.272,4.8294
2465-27-2,N=C(c1ccc(cc1)N(C)C)c2ccc(cc2)N(C)C,1.072,2,3,3,4,104,0.862035087,30.33,87.4687,2.2190021,527.137111,0,0,0,267.376,3.23477
2498-66-0,O=C1c4ccccc4(C(=O)c2c3ccccc3(ccc12)),1.57,3,2,2,0,94,0.482526175,34.14,77.255,2.137852866,890.8137403,0,0,0,258.276,3.6152
2581-34-2,O=[N+]([O-])c1ccc(O)cc1C,1.26,1,3,4,1,58,0.491999925,63.37,39.4982,3.196069662,295.7372023,0,0,0,153.137,1.60882
2631-40-5,O=C(Oc1ccccc1C(C)C)NC,0.682,1,2,3,2,76,0.783353649,38.33,55.6147,2.897263379,320.8184996,0,0,0,193.246,2.5282
2655-14-3,O=C(Oc1cc(cc(c1)C)C)NC,0.298,1,2,3,1,70,0.715837102,38.33,50.9997,2.827750711,300.4508263,0,0,0,179.219,2.02164
2668-47-5,Oc1c(cc(cc1C(C)(C)C)c2ccccc2)C(C)(C)C,3.975,2,1,1,1,112,0.715789104,20.23,90.9428,2.745622399,590.1184824,0,0,0,282.427,5.6542
2764-72-9,c1cc[n+]3c(c1)c2cccc[n+]2CC3,0.76,2,0,2,0,68,0.53834867,7.76,52.268,2.287583078,431.7528749,0,0,0,184.242,0.9422
2885-00-9,CCCCCCCCCCCCCCCCCCS,-0.038,0,1,1,16,116,0.22537185,0,93.399,2.876696645,128.6257093,0,0,0,286.569,7.1777
2921-88-2,n1c(OP(OCC)(OCC)=S)c(cc(c1Cl)Cl)Cl,3.006,1,5,9,6,102,0.548341319,40.58,77.432,3.006125183,464.6162369,0,0,3,350.591,4.7181
3010-80-8,OC(c1ccc(cc1)Cl)(c2ccc(cc2)Cl)c3ccc(cc3)Cl,3.95,3,1,4,3,116,0.571659791,20.23,96.4568,2.214535429,682.5996326,0,0,3,363.671,5.931
3074-71-3,CCCCC(C)C(C)C,3.32,0,0,0,4,56,0.543556727,0,43.527,3.155280084,55.05865003,0,0,0,128.259,3.4687
3089-11-0,n1c(nc(nc1N(COC)COC)N(COC)COC)N(COC)COC,0.093,1,12,12,15,156,0.373931652,103.77,98.52,3.376596275,423.8087388,0,0,0,390.441,-0.0858
3229-00-3,C(C(CBr)(CBr)CBr)Br,2.404,0,0,4,4,56,0.647209117,0,57.609,3.824684203,51.84847143,0,0,4,387.735,3.5524
3296-90-0,OCC(CO)(CBr)CBr,0.165,0,2,4,4,56,0.733653878,40.46,44.1926,3.824684203,55.84847143,0,0,2,261.941,0.7472
3319-31-1,O=C(OCC(CC)CCCC)c1ccc(C(=O)OCC(CC)CCCC)c(c1)C(=O)OCC(CC)CCCC,0.021,1,6,6,21,222,0.113193523,78.9,157.2075,3.097732065,848.5960129,0,0,0,546.789,8.8062
3380-34-5,Oc2cc(ccc2(Oc1ccc(cc1Cl)Cl))Cl,1.67,2,2,5,2,88,0.828685063,29.46,69.6528,2.312237835,505.9421592,0,0,3,289.545,5.1447
3389-71-7,C1=CC2(C(=C(C1(C2(Cl)Cl)Cl)Cl)Cl)Cl,3.806,0,0,6,0,72,0.459538088,0,59.477,2.711650857,312.8919301,0,0,6,298.811,4.3881
3520-72-7,O=C5N(N=C(C)C5(N=Nc1ccc(cc1Cl)c4ccc(N=NC2C(=O)N(NC2(C))c3ccccc3)c(c4)Cl))c6ccccc6,0.598,4,8,12,7,220,0.210450264,114.45,172.0687,1.137637722,1813.940406,0,0,2,625.52,7.9276
3648-21-3,O=C(OCCCCCCC)c1ccccc1(C(=O)OCCCCCCC),0.875,1,4,4,14,146,0.303404684,52.6,104.525,2.419683738,477.628462,0,0,0,362.51,5.941
3674-75-7,c1ccc2c(c1)cc(c3ccccc23)CC,2.708,3,0,0,1,78,0.512066966,0,70.832,2.571394433,650.3073638,0,0,0,206.288,4.5554
3761-41-9,O=S(c1ccc(OP(OC)(OC)=S)cc1C)C,0.135,1,5,7,5,96,0.781156573,44.76,72.4424,2.989649487,467.373744,0,0,0,294.334,2.62852
3761-42-0,O=S(=O)(c1ccc(OP(OC)(OC)=S)cc1C)C,0.476,1,6,8,5,102,0.777717778,61.83,73.2198,3.10104515,573.9308774,0,0,0,310.333,2.29462
3766-81-2,O=C(Oc1ccccc1C(C)CC)NC,0.458,1,2,3,3,82,0.827159871,38.33,60.2317,2.905749558,336.1489336,0,0,0,207.273,2.9183
3811-49-2,O2c1ccccc1COP2(OC)=S,1.387,1,4,5,1,70,0.673832554,27.69,53.153,2.34752831,366.1617013,0,0,0,216.198,2.4665
4051-66-5,O=C(NCCCCCCCCCCCCCCCCCC)NCCCCCCCCCCCCCCCCCC,1.477,0,1,3,34,240,0.074957,41.13,180.4934,3.138171277,427.0820128,0,0,0,565.028,12.8086
4101-68-2,C(CCCCCBr)CCCCBr,2.084,0,0,2,9,74,0.419621353,0,64.524,2.727242813,64.23883096,0,0,2,300.078,4.897
4130-42-1,Oc1c(cc(cc1C(C)(C)C)CC)C(C)(C)C,3.591,1,1,1,1,96,0.755500801,20.23,74.8848,3.532746224,367.5089597,0,0,0,234.383,4.5496
4162-45-2,OCCOc1c(cc(cc1Br)C(c2cc(c(OCCO)c(c2)Br)Br)(C)C)Br,2.256,2,4,8,8,148,0.386649545,58.92,120.9736,2.433058166,696.7820391,0,0,4,631.981,5.8047
4175-54-6,c1ccc2c(c1)C(C)CCC2C,3.12,1,0,0,0,64,0.542705658,0,52.506,2.473492275,246.1217288,0,0,0,160.26,3.6874
4292-75-5,CCCCCCC1CCCCC1,3.29,0,0,0,5,72,0.528731267,0,55.334,1.906220772,90.21143267,0,0,0,168.324,4.5371
09/04/4390,CC(CC(C)(C)C)CC(C)(C)CC(C)(C)C,1.867,0,0,0,4,98,0.558657237,0,75.706,4.258424923,197.05865,0,0,0,226.448,5.9112
4685-14-7,c1c[n+](ccc1c2cc[n+](cc2)C)C,0.28,2,0,2,1,70,0.587040271,7.76,54.23,2.39650904,371.5796467,0,0,0,186.258,1.0026
4821-19-6,Oc1c(cccc1C2CCCCC2)C3CCCCC3,3.119,1,1,1,2,104,0.743553447,20.23,79.7588,1.844557864,375.4485016,0,0,0,258.405,5.4876
4883-72-1,O=NN(O)C1CCCCC1,0.291,0,3,4,2,58,0.47362506,52.9,36.2935,2.304451696,112.3154438,0,0,0,144.174,1.6917
4904-61-4,C1=CCCC=CCCC=CCC1,3.901,0,0,0,0,66,0.472025009,0,55.122,2.304110598,121.1931192,0,0,0,162.276,4.0092
5124-25-4,O=[N+]([O-])c2cc(ccc2(Nc1ccccc1))S(=O)(=O)Nc3ccccc3,1.535,3,5,8,6,132,0.502195809,101.34,100.0716,1.941216733,1022.81656,0,0,0,369.402,4.1392
5409-83-6,o2c1ccc(cc1c3cc(ccc23)Cl)Cl,3.66,3,1,3,0,74,0.541882518,13.14,63.74,2.545230252,598.8255912,0,0,2,237.085,4.8928
5428-54-6,O=[N+]([O-])c1ccc(c(O)c1)C,0.859,1,3,4,1,58,0.491999925,63.37,39.4982,3.151549668,295.7372023,0,0,0,153.137,1.60882
5510-99-6,Oc1c(cccc1C(C)CC)C(C)CC,2.546,1,1,1,4,84,0.772824614,20.23,65.5188,3.106332489,288.864781,0,0,0,206.329,4.4192
